codigo_estacao;data;hora;temp_inst;temp_max;temp_min;umid_inst;umid_max;umid_min;pto_orvalho_inst;pto_orvalho_max;pto_orvalho_min;pressao;pressao_max;pressao_min;vento_direcao;vento_vel; vento_rajada;radiacao;precipitacao
A753;25/07/2019;07;14,3;14,6;14,1;87;87;85;12,1;12,3;11,8;949,1;949,2;949,1;1,3;183;1,7;-3,09;0,0
A753;25/07/2019;10;13,6;13,8;12,9;88;90;87;11,6;11,8;11,2;949,9;949,9;949,3;1,4;176;2,2;4,414;0,0
A753;25/07/2019;11;19,1;19,1;13,6;69;88;68;13,2;13,8;11,7;950,4;950,4;949,9;1,3;148;2,5;404,0;0,0
A753;25/07/2019;16;29,1;29,9;27,9;32;35;30;10,9;11,4;9,9;948,9;950,0;948,9;2,8;34;5,9;1869,;0,0
A753;25/07/2019;15;28,2;29,5;27,7;33;36;31;10,3;11,3;10,1;950,0;950,8;950,0;2,3;46;5,3;2283,;0,0
A753;25/07/2019;14;28,1;28,8;26,5;33;41;33;10,4;12,4;10,4;950,8;951,3;950,8;2,1;28;6,0;2217,;0,0
A753;25/07/2019;06;14,3;14,5;13,9;86;89;85;12,1;12,5;11,9;949,2;949,3;949,1;0,6;184;1,3;-3,44;0,0
A753;25/07/2019;05;14,5;16,7;14,5;85;86;76;12,1;13,1;11,5;949,3;949,6;949,3;0,5;139;1,2;-3,47;0,0
A753;25/07/2019;02;17,3;19,0;17,3;74;74;69;12,6;13,3;12,5;949,8;949,8;949,5;1,0;186;2,3;-3,54;0,0
A753;25/07/2019;23;17,6;19,2;17,6;66;66;57;11,2;11,2;10,4;949,3;949,3;948,5;1,3;161;2,1;-3,54;0,0
A753;25/07/2019;12;24,0;24,0;19,1;52;69;51;13,4;13,7;12,9;951,1;951,1;950,4;1,5;156;2,8;1167,;0,0
A753;25/07/2019;03;17,0;17,4;16,4;77;78;74;12,8;13,0;12,3;949,7;949,8;949,7;1,0;188;2,5;-3,54;0,0
A753;25/07/2019;08;13,8;14,3;13,6;88;88;86;11,8;12,2;11,4;948,9;949,1;948,9;1,3;155;1,9;-3,54;0,0
A753;25/07/2019;20;27,7;28,8;27,7;32;32;30;9,5;9,8;9,1;947,2;947,2;946,9;3,6;68;7,8;733,0;0,0
A753;25/07/2019;09;12,9;13,9;12,8;90;90;88;11,2;12,0;11,0;949,3;949,3;948,8;0,8;164;2,2;-3,54;0,0
A753;25/07/2019;04;16,3;17,1;14,5;81;85;75;13,0;13,0;11,7;949,6;949,7;949,6;0,5;208;1,9;-3,54;0,0
A753;25/07/2019;21;23,3;27,7;23,3;45;45;32;10,7;10,7;9,5;948,0;948,0;947,2;1,8;66;5,7;78,37;0,0
A753;25/07/2019;22;19,2;23,3;19,2;57;57;45;10,6;11,0;10,4;948,5;948,5;948,0;1,0;179;2,7;-3,54;0,0
A753;25/07/2019;19;28,7;29,5;28,7;30;30;28;9,3;9,9;9,0;946,9;947,4;946,9;4,5;61;7,3;1318,;0,0
A753;25/07/2019;18;29,5;30,0;28,3;28;32;28;9,1;10,7;9,1;947,4;948,1;947,4;2,4;30;6,6;1509,;0,0
A753;25/07/2019;01;18,3;18,5;17,9;72;73;71;13,2;13,3;12,9;949,5;949,5;949,2;1,1;193;2,1;-3,52;0,0
A753;26/07/2019;02;15,9;17,3;15,4;70;72;64;10,4;10,9;10,0;950,4;950,4;950,2;2,1;161;3,2;-3,54;0,0
A753;26/07/2019;23;19,0;19,9;18,9;59;59;55;10,8;10,8;10,5;951,5;951,5;951,0;1,7;147;2,6;-3,54;0,0
A753;26/07/2019;20;28,1;28,9;27,7;29;29;26;8,2;8,3;7,4;949,9;949,9;949,4;2,8;73;5,0;661,8;0,0
A753;26/07/2019;22;19,8;23,9;19,7;55;56;41;10,6;10,8;9,4;951,0;951,0;950,5;1,2;166;2,2;-3,54;0,0
A753;26/07/2019;01;17,3;17,6;17,0;64;68;64;10,4;11,2;10,4;950,2;950,2;949,8;1,7;178;2,8;-3,54;0,0
A753;26/07/2019;19;28,4;29,2;27,6;27;30;25;7,6;8,6;6,9;949,5;949,7;949,4;2,2;53;5,4;1036,;0,0
A753;26/07/2019;04;15,1;15,7;14,9;73;73;71;10,3;10,6;9,9;950,2;950,4;950,2;1,8;164;3,0;-3,54;0,0
A753;26/07/2019;05;14,3;15,3;13,8;75;78;72;10,0;10,5;9,5;950,1;950,2;950,1;1,5;167;2,6;-3,54;0,0
A753;26/07/2019;03;15,2;16,2;15,2;71;72;69;10,0;10,7;10,0;950,4;950,4;950,3;1,7;155;3,2;-3,54;0,0
A753;26/07/2019;00;17,1;17,6;16,4;68;72;66;11,2;11,6;10,9;949,9;949,9;949,3;1,7;163;2,8;-3,54;0,0
A753;26/07/2019;07;14,5;15,9;13,2;74;78;69;9,8;10,7;8,7;949,8;949,9;949,8;1,1;185;2,5;-3,53;0,0
A753;26/07/2019;06;13,9;14,6;12,6;77;81;74;9,9;10,5;9,1;949,9;950,1;949,9;1,6;174;2,8;-3,54;0,0
A753;26/07/2019;08;13,7;15,4;13,7;74;76;72;9,2;10,5;9,2;950,0;950,0;949,7;1,6;171;2,4;-3,54;0,0
A753;26/07/2019;09;15,0;15,2;13,1;75;79;74;10,7;11,0;9,1;950,5;950,5;950,0;1,6;177;2,9;-3,46;0,0
A753;26/07/2019;10;17,3;17,5;15,0;69;76;68;11,5;11,9;10,7;951,0;951,0;950,5;1,5;158;3,2;6,355;0,0
A753;26/07/2019;13;26,0;26,0;23,4;40;49;40;11,3;12,1;11,3;952,3;952,4;952,2;3,5;52;8,2;1208,;0,0
A753;26/07/2019;11;20,8;20,8;17,1;56;70;55;11,6;12,4;11,2;951,6;951,6;951,0;1,1;81;2,8;193,4;0,0
A753;26/07/2019;12;23,4;23,4;20,7;48;58;48;11,9;12,7;11,3;952,2;952,2;951,6;2,4;49;5,6;668,4;0,0
A753;26/07/2019;21;23,8;28,1;23,8;41;41;28;9,8;9,8;7,9;950,5;950,5;949,9;0,7;40;5,0;122,0;0,0
A753;26/07/2019;18;28,0;29,8;27,8;28;28;25;7,8;8,1;6,9;949,7;950,1;949,7;2,4;69;7,0;1480,;0,0
A753;26/07/2019;16;29,9;30,7;28,2;24;27;23;7,1;8,0;6,0;950,8;951,5;950,8;2,6;49;6,2;2616,;0,0
A753;26/07/2019;14;28,2;28,7;26,0;29;41;28;8,5;11,8;8,1;952,1;952,3;952,1;4,1;51;8,5;1825,;0,0
A753;26/07/2019;15;29,4;30,1;27,9;24;29;24;6,9;9,4;6,5;951,5;952,1;951,5;2,4;30;9,0;2634,;0,0
A753;26/07/2019;17;29,3;31,0;28,6;25;26;23;7,0;8,5;6,2;950,1;950,8;950,1;2,1;62;6,4;2673,;0,0
A753;27/07/2019;08;14,8;15,7;13,9;66;71;64;8,5;9,2;8,5;951,7;951,7;951,4;1,0;200;2,1;-3,54;0,0
A753;27/07/2019;01;18,2;18,3;17,3;62;64;61;10,7;11,0;10,3;952,2;952,2;951,8;1,6;167;2,5;-3,54;0,0
A753;27/07/2019;15;28,1;28,4;26,4;27;29;26;7,3;7,7;6,5;952,6;953,3;952,6;1,5;346;6,9;2482,;0,0
A753;27/07/2019;06;14,5;16,5;14,3;69;71;65;8,8;9,9;8,8;951,9;952,0;951,8;1,3;161;4,2;-3,54;0,0
A753;27/07/2019;02;16,5;18,2;16,5;67;67;62;10,3;10,9;10,2;952,1;952,3;952,1;1,4;165;3,1;-3,54;0,0
A753;27/07/2019;00;17,9;19,0;17,9;63;63;59;10,7;11,0;10,5;951,8;951,8;951,5;1,4;140;2,8;-3,54;0,0
A753;27/07/2019;10;14,0;14,6;12,3;68;76;67;8,2;8,8;7,3;952,5;952,5;952,1;1,2;179;2,6;5,868;0,0
A753;27/07/2019;07;14,7;15,7;13,4;70;73;66;9,2;9,7;8,5;951,6;951,9;951,6;0,9;186;4,2;-3,54;0,0
A753;27/07/2019;09;14,2;15,5;14,0;68;69;65;8,4;9,2;8,2;952,1;952,1;951,7;1,2;177;2,5;-3,54;0,0
A753;27/07/2019;17;28,6;29,1;27,9;24;27;24;6,4;7,9;6,1;950,1;951,3;950,1;2,8;53;9,3;2396,;0,0
A753;27/07/2019;16;28,2;28,6;27,5;27;28;25;7,4;7,6;6,3;951,3;952,6;951,3;2,7;124;9,0;2548,;0,0
A753;27/07/2019;18;29,2;29,5;28,1;24;26;22;6,3;7,3;5,2;949,5;950,1;949,5;2,4;20;8,2;2043,;0,0
A753;27/07/2019;12;21,9;22,0;18,1;41;57;41;8,0;9,8;8,0;953,6;953,6;953,1;0,8;126;2,2;1131,;0,0
A753;27/07/2019;19;28,9;29,8;28,4;21;24;21;4,6;6,9;4,6;949,2;949,5;949,2;1,8;37;6,9;1478,;0,0
A753;27/07/2019;11;18,1;18,1;13,2;57;73;56;9,3;10,0;8,0;953,1;953,1;952,5;1,4;182;2,2;338,9;0,0
A753;27/07/2019;14;27,2;27,4;25,2;28;34;28;7,2;8,4;6,7;953,3;953,7;953,3;2,6;37;5,7;2213,;0,0
A753;27/07/2019;03;16,6;18,0;16,2;65;68;61;10,0;10,9;9,8;952,1;952,1;952,0;0,9;203;2,6;-3,54;0,0
A753;27/07/2019;23;16,6;18,5;15,3;58;65;51;8,3;9,1;8,0;950,8;950,8;950,2;0,8;163;2,9;-3,54;0,0
A753;27/07/2019;13;25,2;25,6;21,9;33;43;32;7,8;8,7;7,4;953,7;953,8;953,6;2,2;46;5,2;1754,;0,0
A753;27/07/2019;21;22,9;28,4;22,5;37;37;22;7,3;7,3;5,0;949,8;949,8;949,3;0,3;191;3,3;139,2;0,0
A753;27/07/2019;05;15,1;16,8;14,9;68;69;62;9,3;9,9;9,0;951,8;951,9;951,7;1,2;182;2,3;-3,54;0,0
A753;27/07/2019;04;16,0;16,7;15,4;67;68;65;9,8;10,0;9,4;951,8;952,1;951,8;1,0;194;2,1;-3,54;0,0
A753;27/07/2019;22;18,3;22,8;18,3;51;51;36;8,0;8,2;6,5;950,2;950,2;949,8;1,2;154;1,9;-3,54;0,0
A753;27/07/2019;20;28,5;29,1;28,2;22;23;20;4,5;5,5;3,5;949,3;949,3;949,2;0,8;21;4,9;802,5;0,0
A753;28/07/2019;05;13,4;14,1;12,8;67;69;64;7,4;7,8;7,0;950,9;951,3;950,9;0,9;181;2,8;-3,54;0,0
A753;28/07/2019;11;14,3;14,3;9,2;72;85;72;9,3;9,3;6,5;951,7;951,9;951,4;1,0;148;2,0;355,0;0,0
A753;28/07/2019;02;13,8;15,8;13,8;64;64;56;7,1;7,3;6,8;951,7;951,8;951,7;1,2;178;1,9;-3,54;0,0
A753;28/07/2019;01;15,4;15,5;15,0;57;61;57;6,9;7,7;6,8;951,7;951,7;951,3;1,1;145;2,3;-3,54;0,0
A753;28/07/2019;03;14,3;15,3;13,1;62;66;59;7,2;7,7;6,9;951,6;951,7;951,6;1,1;188;1,8;-3,54;0,0
A753;28/07/2019;04;14,0;16,0;14,0;64;64;58;7,2;7,8;7,0;951,2;951,6;951,2;1,2;202;2,0;-3,54;0,0
A753;28/07/2019;06;11,7;13,7;11,3;75;76;66;7,5;7,7;6,8;950,7;950,9;950,7;1,2;153;2,2;-3,54;0,0
A753;28/07/2019;07;9,9;11,9;9,9;79;79;73;6,4;7,5;6,4;950,4;950,7;950,4;0,9;181;2,2;-3,54;0,0
A753;28/07/2019;12;21,6;21,6;14,3;47;72;46;9,6;9,8;9,0;952,1;952,2;951,7;0,5;168;2,8;1163,;0,0
A753;28/07/2019;08;9,8;10,4;9,5;83;83;79;7,1;7,3;6,4;950,4;950,5;950,4;1,5;173;2,0;-3,54;0,0
A753;28/07/2019;09;8,7;9,9;8,7;84;85;82;6,3;7,3;6,2;950,8;950,8;950,4;1,5;155;2,1;-3,54;0,0
A753;28/07/2019;10;9,7;9,7;8,6;83;87;83;7,0;7,2;6,1;951,4;951,4;950,8;0,6;133;2,2;5,602;0,0
A753;28/07/2019;13;26,1;26,4;21,6;29;47;29;6,4;9,7;6,4;952,3;952,3;952,1;2,0;15;5,8;1774,;0,0
A753;28/07/2019;14;26,7;27,5;25,9;26;30;25;5,5;7,7;5,3;952,1;952,4;952,1;2,8;31;8,1;2278,;0,0
A753;28/07/2019;15;27,0;27,8;26,5;27;28;25;6,4;6,9;5,2;951,2;952,1;951,2;2,6;38;9,0;2566,;0,0
A753;28/07/2019;16;27,2;28,3;26,9;27;28;25;6,3;7,2;5,7;950,0;951,2;950,0;2,7;58;7,8;2585,;0,0
A753;28/07/2019;17;27,1;28,6;27,1;28;28;25;6,9;7,5;6,3;949,0;950,0;949,0;3,8;55;7,3;2458,;0,0
A753;28/07/2019;18;28,1;28,4;26,7;27;29;27;7,1;7,8;6,6;948,0;949,0;948,0;1,9;341;7,3;1584,;0,0
A753;28/07/2019;19;27,9;28,3;27,6;27;28;26;7,0;7,8;6,9;947,9;948,0;947,6;1,7;55;6,7;1566,;0,0
A753;28/07/2019;22;19,3;22,2;19,0;52;52;41;9,1;9,2;8,2;949,1;949,1;948,5;1,1;98;2,1;-3,54;0,0
A753;28/07/2019;20;27,3;28,2;27,1;29;30;26;7,9;8,0;6,8;948,1;948,1;947,8;1,0;36;5,1;797,2;0,0
A753;28/07/2019;23;19,9;20,3;19,2;51;54;48;9,4;9,8;8,9;949,7;949,7;949,1;1,2;143;2,8;-3,54;0,0
A753;28/07/2019;00;15,4;17,2;15,1;60;62;55;7,6;8,2;7,6;951,3;951,3;950,8;1,5;172;2,8;-3,54;0,0
A753;28/07/2019;21;22,2;27,3;22,2;41;41;29;8,5;8,5;7,6;948,5;948,5;948,1;1,1;52;3,8;123,8;0,0
A753;29/07/2019;22;20,5;23,3;20,5;53;53;44;10,7;11,1;10,5;948,3;948,3;947,8;1,3;155;2,1;-3,54;0,0
A753;29/07/2019;18;27,7;28,6;27,5;27;28;24;7,2;7,6;5,9;947,4;947,8;947,4;1,4;22;4,9;1320,;0,0
A753;29/07/2019;21;23,3;27,3;23,3;44;44;31;10,4;10,4;8,5;947,8;947,8;947,5;0,6;40;4,6;98,19;0,0
A753;29/07/2019;12;22,2;22,2;20,4;47;51;46;10,4;10,4;9,6;950,5;950,5;950,0;1,1;25;4,9;472,5;0,0
A753;29/07/2019;14;25,8;25,8;24,1;37;41;36;10,0;10,4;9,4;950,7;951,1;950,7;2,8;80;6,8;1471,;0,0
A753;29/07/2019;08;16,1;16,4;15,2;65;70;64;9,4;9,9;9,4;948,7;948,8;948,7;0,9;151;2,6;-3,26;0,0
A753;29/07/2019;15;26,4;27,1;25,6;35;38;34;9,6;10,3;9,3;949,9;950,7;949,9;4,2;60;7,8;2091,;0,0
A753;29/07/2019;13;24,3;24,3;22,2;41;48;40;10,0;10,8;9,7;950,8;950,9;950,5;2,3;56;6,6;964,0;0,0
A753;29/07/2019;16;27,3;28,7;26,4;32;35;30;9,1;10,5;8,7;948,8;949,9;948,8;2,3;9;6,4;2497,;0,0
A753;29/07/2019;19;27,9;29,1;27,5;27;29;25;7,1;8,4;6,6;947,2;947,4;947,1;1,0;20;4,7;1309,;0,0
A753;29/07/2019;05;15,3;15,7;13,5;64;68;62;8,5;8,6;7,5;948,9;949,2;948,8;0,9;189;2,5;-3,52;0,0
A753;29/07/2019;17;28,5;29,1;27,3;25;32;22;6,6;9,5;4,7;947,7;948,8;947,7;1,8;334;5,8;1667,;0,0
A753;29/07/2019;02;16,6;17,7;16,1;58;60;56;8,4;9,0;8,1;950,0;950,1;949,9;2,2;169;2,9;-3,54;0,0
A753;29/07/2019;00;19,4;19,9;18,7;53;57;50;9,7;10,1;9,3;950,0;950,0;949,7;1,7;108;3,7;-3,51;0,0
A753;29/07/2019;04;15,3;16,9;15,3;62;62;57;8,0;8,7;8,0;949,2;949,5;949,2;1,4;149;3,3;-3,54;0,0
A753;29/07/2019;01;17,6;19,4;17,5;57;57;52;8,9;9,9;8,9;950,0;950,0;949,9;1,0;151;3,1;-3,54;0,0
A753;29/07/2019;07;15,7;15,8;15,4;68;71;65;9,8;10,1;9,3;948,8;948,9;948,6;1,6;191;2,6;-2,16;0,0
A753;29/07/2019;09;17,8;17,8;16,1;58;65;58;9,5;9,8;9,3;949,1;949,1;948,7;1,1;179;3,1;-2,32;0,0
A753;29/07/2019;23;19,7;20,7;19,7;58;58;53;11,1;11,2;10,7;948,8;948,8;948,3;1,1;140;2,5;-3,54;0,0
A753;29/07/2019;03;16,8;17,5;16,1;58;59;56;8,4;8,6;8,1;949,5;950,0;949,5;1,6;150;3,5;-3,54;0,0
A753;29/07/2019;10;19,6;20,0;17,8;51;58;49;9,3;9,6;9,0;949,5;949,5;949,1;1,6;108;5,4;3,197;0,0
A753;29/07/2019;20;27,3;28,0;27,0;31;31;27;8,6;8,7;6,8;947,5;947,5;947,2;0,9;15;2,9;497,5;0,0
A753;29/07/2019;06;15,7;16,1;14,3;66;69;62;9,3;9,7;8,6;948,7;948,9;948,6;0,4;118;2,0;-1,49;0,0
A753;29/07/2019;11;20,4;20,4;19,4;50;52;49;9,7;9,8;9,2;950,0;950,0;949,5;1,6;75;4,5;167,2;0,0
A753;30/07/2019;01;17,1;18,1;17,0;66;67;63;10,8;11,1;10,5;949,3;949,3;949,0;1,3;153;3,2;-3,54;0,0
A753;30/07/2019;23;19,3;20,2;18,9;62;63;57;11,8;12,0;11,1;947,1;947,1;946,6;0,8;124;1,7;-3,46;0,0
A753;30/07/2019;03;16,3;18,1;16,3;66;66;62;10,0;11,0;9,9;949,0;949,2;949,0;1,3;157;5,0;-3,54;0,0
A753;30/07/2019;04;15,5;16,3;15,1;69;71;66;9,9;10,4;9,8;948,5;949,0;948,5;1,5;175;2,2;-3,54;0,0
A753;30/07/2019;21;24,1;29,2;24,1;43;43;28;10,6;10,6;8,8;946,2;946,2;945,8;0,3;260;3,4;112,3;0,0
A753;30/07/2019;22;19,6;24,1;19,6;59;59;43;11,3;11,4;10,2;946,6;946,6;946,2;0,8;77;1,3;-3,54;0,0
A753;30/07/2019;05;16,1;16,6;15,4;67;70;66;10,0;10,4;9,9;947,9;948,5;947,9;2,3;170;3,2;-3,54;0,0
A753;30/07/2019;20;29,2;30,5;28,8;28;30;25;8,7;9,4;8,1;945,8;945,8;945,7;1,4;240;3,2;725,1;0,0
A753;30/07/2019;12;24,3;24,3;19,4;38;55;38;9,0;10,3;9,0;949,4;949,4;948,7;1,8;86;2,9;1184,;0,0
A753;30/07/2019;06;15,7;17,2;15,2;68;69;64;9,8;10,4;9,3;947,4;947,9;947,4;1,6;184;3,2;-3,54;0,0
A753;30/07/2019;07;15,5;16,2;14,7;68;71;66;9,7;10,1;8,9;947,0;947,4;947,0;1,9;173;3,0;-3,54;0,0
A753;30/07/2019;08;14,9;16,0;14,5;69;70;66;9,3;9,8;8,9;947,1;947,1;946,9;1,9;180;2,7;-3,54;0,0
A753;30/07/2019;09;14,5;15,2;13,9;69;70;66;8,8;9,4;8,3;947,7;947,7;947,1;1,6;178;3,1;-3,54;0,0
A753;30/07/2019;10;16,4;16,4;14,4;62;69;62;9,1;9,5;8,7;948,1;948,1;947,7;1,0;85;2,4;8,893;0,0
A753;30/07/2019;13;26,6;26,7;24,3;34;38;33;9,4;9,6;8,4;949,5;949,6;949,4;3,2;351;5,6;1692,;0,0
A753;30/07/2019;11;19,4;19,4;16,1;54;64;53;9,7;10,0;9,0;948,7;948,7;948,1;1,7;112;2,9;360,2;0,0
A753;30/07/2019;14;27,8;28,5;26,7;30;34;29;8,7;9,6;8,5;949,2;949,5;949,2;3,0;331;6,6;2231,;0,0
A753;30/07/2019;15;29,4;29,4;27,8;29;31;29;9,7;9,7;8,6;948,5;949,2;948,5;2,9;323;7,0;2511,;0,0
A753;30/07/2019;16;29,0;30,3;28,4;28;30;24;8,6;9,8;7,2;947,5;948,5;947,5;2,6;285;6,5;2402,;0,0
A753;30/07/2019;17;30,3;31,1;28,8;25;28;24;8,1;9,4;7,1;946,4;947,5;946,4;2,6;261;7,8;2279,;0,0
A753;30/07/2019;18;30,7;31,0;28,7;24;29;24;7,9;9,3;7,7;946,0;946,5;946,0;1,7;233;6,6;1203,;0,0
A753;30/07/2019;02;17,3;18,1;17,1;64;66;62;10,4;10,9;10,3;949,2;949,3;949,1;0,6;179;2,3;-3,54;0,0
A753;30/07/2019;00;18,0;19,7;17,9;63;63;58;10,8;11,3;10,7;949,0;949,0;948,8;1,1;150;2,5;-3,54;0,0
A753;30/07/2019;19;28,8;31,3;28,6;29;30;24;9,0;9,1;7,7;945,8;946,0;945,8;0,4;270;4,7;641,8;0,0
A753;31/07/2019;13;24,9;25,0;21,5;46;57;46;12,6;13,2;11,9;949,3;949,3;949,2;1,3;288;3,0;1747,;0,0
A753;31/07/2019;14;27,1;28,0;24,9;36;46;36;10,9;12,8;10,9;948,9;949,3;948,9;1,8;275;4,1;2235,;0,0
A753;31/07/2019;23;19,6;21,3;19,3;53;53;46;9,7;9,7;8,6;946,5;946,5;946,0;0,8;27;2,8;-3,54;0,0
A753;31/07/2019;19;29,8;30,6;29,4;22;24;21;5,8;6,9;5,0;945,5;945,7;945,5;1,7;333;5,5;1531,;0,0
A753;31/07/2019;20;29,1;30,4;29,1;24;24;20;6,4;6,5;4,8;945,4;945,5;945,4;1,2;307;3,7;817,5;0,0
A753;31/07/2019;08;14,6;14,6;13,8;81;83;80;11,4;11,5;10,6;946,9;946,9;946,7;1,6;174;2,4;-3,54;0,0
A753;31/07/2019;16;30,0;30,3;28,4;26;31;22;8,2;10,8;6,1;947,4;948,2;947,4;2,0;222;5,6;2529,;0,0
A753;31/07/2019;01;19,4;22,0;19,4;61;61;50;11,8;12,0;10,7;948,2;948,2;947,7;2,0;120;7,5;-3,48;0,0
A753;31/07/2019;00;22,0;22,2;19,2;50;63;49;10,9;12,0;10,9;947,7;948,0;947,1;3,4;136;7,5;-2,85;0,0
A753;31/07/2019;15;28,5;29,2;27,0;31;37;30;9,7;11,1;9,4;948,2;948,9;948,1;1,6;195;4,1;2503,;0,0
A753;31/07/2019;17;30,4;31,1;29,3;19;26;17;4,4;8,2;2,3;946,3;947,4;946,3;3,4;252;7,2;2546,;0,0
A753;31/07/2019;21;23,4;29,1;23,4;38;38;23;8,3;8,3;5,9;945,6;945,6;945,4;0,6;266;2,7;156,5;0,0
A753;31/07/2019;05;16,5;17,9;15,9;73;76;70;11,7;12,5;11,1;947,5;948,1;947,5;1,8;111;4,1;-3,54;0,0
A753;31/07/2019;02;18,1;19,5;17,7;70;70;62;12,6;12,6;11,8;948,3;948,4;948,1;0,9;102;2,9;-3,52;0,0
A753;31/07/2019;04;17,6;18,2;17,0;70;72;67;12,0;12,4;11,5;948,1;948,6;948,1;2,1;82;4,1;-3,54;0,0
A753;31/07/2019;18;30,4;30,8;29,5;22;23;19;6,1;6,4;3,8;945,7;946,3;945,7;2,4;269;6,0;2103,;0,0
A753;31/07/2019;22;20,5;23,4;19,5;47;52;38;8,8;9,4;8,3;946,0;946,0;945,6;1,9;180;2,9;-3,54;0,0
A753;31/07/2019;09;13,4;14,8;13,4;84;84;79;10,7;11,5;10,3;947,2;947,2;946,9;1,4;172;2,7;-3,54;0,0
A753;31/07/2019;10;12,5;14,7;12,5;82;87;80;9,5;11,9;9,5;947,9;948,0;947,2;0,6;139;1,9;6,755;0,0
A753;31/07/2019;03;17,0;19,4;17,0;71;71;65;11,7;12,8;11,7;948,6;948,6;948,3;1,9;100;3,4;-3,53;0,0
A753;31/07/2019;12;21,6;21,6;17,7;57;73;56;12,7;13,0;12,2;949,2;949,2;948,5;1,7;166;3,0;1143,;0,0
A753;31/07/2019;11;17,7;17,7;11,9;72;89;72;12,5;12,7;9,3;948,5;948,5;947,9;1,4;178;2,4;371,3;0,0
A753;31/07/2019;06;16,2;16,9;14,6;75;81;73;11,8;12,6;11,0;946,8;947,5;946,8;1,6;109;3,2;-3,54;0,0
A753;31/07/2019;07;14,5;16,2;14,3;80;81;75;11,1;11,6;10,6;946,8;946,8;946,7;1,7;170;2,4;-3,54;0,0
